POLICY_CLAIM_NUMBER	POLICY_EFF_DT	INSURANCE_TYPE	CLAIM_STATUS	ANY_INJURY	POLICE_REPORT_AVAILABLE	INCIDENT_HOUR_OF_THE_DAY
PLC00005688	5/11/2018	Travel	A	1	1	14
PLC00003062	7/6/2014	Life	A	1	1	17
PLC00003790	10/4/2017	Life	A	0	1	15
PLC00007878	3/2/2016	Travel	A	1	1	2
PLC00002510	9/15/2017	Life	A	0	1	20
PLC00002937	5/18/2015	Property	A	0	1	15
PLC00009309	11/27/2015	Mobile	A	0	1	17
PLC00001387	7/5/2018	Travel	A	1	0	18
PLC00008251	5/21/2012	Property	A	1	1	5
PLC00000103	4/24/2014	Life	A	1	1	7
PLC00004348	9/22/2015	Life	A	1	1	23
PLC00008960	5/13/2017	Mobile	A	1	1	10
PLC00000965	7/6/2016	Health	A	0	1	13
PLC00007480	1/15/2020	Health	A	0	1	19
PLC00008268	6/24/2015	Health	A	1	1	10
PLC00005611	11/15/2015	Property	A	1	0	7
PLC00007088	12/20/2017	Travel	A	0	0	23
PLC00003233	8/11/2017	Life	A	1	1	0
PLC00004791	4/14/2013	Motor	A	1	1	2
PLC00003843	11/13/2016	Travel	A	0	0	14
PLC00004154	6/6/2018	Travel	A	0	1	6
PLC00000827	5/27/2017	Travel	A	1	1	15
PLC00000560	11/4/2013	Mobile	A	1	1	0
PLC00006000	8/22/2013	Life	A	1	0	10
PLC00008018	7/1/2013	Motor	A	1	1	17
PLC00009246	10/21/2019	Mobile	A	1	0	0
PLC00007774	7/24/2010	Motor	A	0	1	10
PLC00001461	1/20/2011	Mobile	A	1	1	22
PLC00000467	8/22/2018	Life	A	0	1	19
PLC00009213	1/26/2019	Travel	A	0	1	19
PLC00007142	3/9/2017	Motor	A	1	1	10
PLC00004390	8/25/2019	Life	A	1	0	2
PLC00003240	3/23/2014	Motor	A	1	1	3
PLC00000270	6/13/2016	Travel	A	0	0	19
PLC00006415	11/19/2012	Travel	A	1	1	2
PLC00001806	12/11/2012	Life	A	1	1	0
PLC00003621	9/10/2017	Travel	A	1	0	10
PLC00004825	12/6/2017	Health	A	0	1	7
PLC00000590	11/15/2019	Property	A	1	0	13
PLC00001991	1/25/2018	Property	A	0	1	8
PLC00008897	5/2/2015	Motor	A	0	1	1
PLC00005498	6/15/2018	Mobile	A	1	0	14
PLC00007760	5/30/2014	Property	A	0	1	16
PLC00003980	10/3/2014	Mobile	A	1	1	14
PLC00007465	1/11/2012	Travel	A	1	0	14
PLC00004126	10/22/2019	Travel	A	1	0	12
PLC00009541	10/12/2010	Life	A	1	1	22
PLC00002208	3/25/2018	Life	A	1	1	2
PLC00003214	6/6/2014	Travel	A	1	1	23
PLC00007057	5/17/2013	Motor	A	1	1	20
PLC00000843	9/1/2017	Mobile	D	0	1	21
PLC00000015	3/9/2013	Health	A	1	1	2
PLC00005886	12/15/2010	Health	A	1	1	19
PLC00005941	2/16/2016	Property	A	0	1	6
PLC00005381	5/1/2014	Life	A	0	1	4
PLC00003932	5/23/2014	Travel	A	1	1	18
PLC00000256	12/3/2012	Life	A	1	1	6
PLC00001483	9/29/2017	Property	A	0	1	18
PLC00003172	10/20/2013	Travel	A	1	1	21
PLC00005176	10/4/2015	Motor	A	1	1	23
PLC00000541	1/21/2012	Property	A	1	0	19
PLC00002133	4/2/2011	Property	A	1	1	17
PLC00008679	7/15/2011	Motor	A	1	1	17
PLC00008775	12/12/2014	Health	A	1	1	12
PLC00008699	10/27/2010	Health	A	1	1	22
PLC00000908	11/13/2010	Travel	A	1	0	22
PLC00009795	7/18/2015	Motor	A	1	1	6
PLC00001825	2/18/2014	Health	A	1	1	8
PLC00009147	7/20/2014	Life	A	1	1	17
PLC00003009	1/9/2019	Health	D	1	1	23
PLC00004394	8/16/2010	Motor	D	1	1	11
PLC00005194	1/16/2016	Motor	A	1	1	1
PLC00000531	12/17/2019	Travel	A	0	0	5
PLC00009311	1/12/2014	Motor	A	0	0	19
PLC00001376	2/16/2011	Mobile	A	1	1	21
PLC00000724	5/4/2012	Life	A	1	1	4
PLC00001286	8/12/2014	Property	A	1	0	9
PLC00008606	6/11/2017	Mobile	A	0	1	4
PLC00007639	5/30/2012	Travel	A	1	1	15
PLC00009089	7/17/2018	Property	A	0	0	14
PLC00004133	9/29/2014	Travel	A	0	1	16
PLC00006491	5/12/2011	Property	A	1	0	22
PLC00005663	12/6/2016	Travel	A	0	1	20
PLC00004034	7/30/2015	Property	D	1	1	17
PLC00008574	6/23/2019	Motor	A	1	0	17
PLC00001590	10/31/2019	Life	A	1	1	10
PLC00009657	11/25/2012	Property	A	1	1	19
PLC00004444	3/15/2017	Property	A	0	0	0
PLC00006106	9/21/2010	Property	A	1	1	22
PLC00006731	4/10/2018	Life	A	0	1	8
PLC00005993	11/25/2016	Property	A	1	1	22
PLC00002843	6/12/2010	Mobile	A	0	1	10
PLC00002898	12/19/2018	Life	A	1	1	21
PLC00004279	7/30/2014	Life	A	1	1	8
PLC00007665	7/31/2016	Property	A	1	1	17
PLC00008433	5/23/2017	Travel	A	1	0	6
PLC00007041	9/20/2018	Property	A	1	1	18
PLC00001937	1/25/2019	Property	A	1	1	4
PLC00000774	10/5/2010	Life	A	1	1	2
PLC00009543	10/22/2017	Motor	A	1	1	9
PLC00005871	9/29/2017	Health	A	1	0	2
PLC00007157	7/26/2010	Life	A	0	1	14
PLC00000348	9/21/2011	Health	A	1	0	17
PLC00007538	11/7/2015	Health	A	1	1	15
PLC00003654	3/14/2011	Travel	A	1	1	11
PLC00003959	5/25/2011	Life	A	0	1	0
PLC00001029	11/4/2013	Travel	A	1	0	10
PLC00002041	6/4/2015	Mobile	A	1	1	4
PLC00009930	6/1/2018	Health	A	1	1	21
PLC00006892	8/10/2010	Health	A	1	1	13
PLC00008750	5/27/2012	Property	A	1	0	16
PLC00000797	2/28/2012	Travel	A	1	1	14
PLC00009672	5/15/2014	Motor	A	1	1	9
PLC00002756	5/19/2014	Mobile	A	1	1	0
PLC00006517	7/27/2015	Health	A	1	0	2
PLC00003005	5/8/2013	Motor	A	1	1	17
PLC00003936	8/23/2013	Property	A	1	1	2
PLC00005109	11/16/2015	Property	A	1	1	16
PLC00001481	9/26/2011	Health	A	1	1	10
PLC00008417	10/29/2018	Life	A	1	1	1
PLC00007588	7/23/2013	Mobile	A	1	1	23
PLC00004995	12/31/2016	Life	A	1	1	1
PLC00001630	2/3/2019	Property	A	1	0	22
PLC00002382	5/8/2017	Travel	A	1	1	13
PLC00005123	2/25/2019	Motor	A	1	1	11
PLC00000583	11/2/2010	Mobile	A	0	1	16
PLC00005039	9/28/2018	Travel	A	0	1	3
PLC00002907	12/15/2016	Travel	A	1	1	12
PLC00001933	9/6/2012	Motor	D	1	1	18
PLC00006896	2/16/2017	Life	A	0	1	14
PLC00007002	8/12/2018	Health	A	0	1	23
PLC00009525	4/28/2017	Life	A	0	1	4
PLC00007064	11/21/2017	Property	A	1	0	23
PLC00002638	8/1/2019	Life	D	0	1	5
PLC00003954	10/2/2011	Property	A	1	1	9
PLC00005450	12/13/2018	Life	A	1	0	21
PLC00009390	2/15/2015	Property	A	0	1	4
PLC00001624	2/19/2013	Mobile	A	1	1	13
PLC00009499	3/19/2018	Life	A	0	1	18
PLC00003695	7/3/2019	Mobile	A	1	1	16
PLC00009950	3/23/2019	Motor	D	1	1	6
PLC00008742	11/9/2018	Health	A	1	0	18
PLC00006566	7/6/2013	Property	A	0	1	0
PLC00003797	5/15/2014	Mobile	A	1	1	21
PLC00000630	5/30/2017	Motor	A	1	1	23
PLC00000196	5/6/2011	Life	A	1	1	7
PLC00008560	9/18/2014	Mobile	A	0	1	11
PLC00008488	9/7/2017	Property	A	1	1	12
PLC00004414	8/11/2013	Property	A	1	1	23
PLC00003798	1/15/2013	Life	A	1	1	20
PLC00001772	8/31/2014	Motor	A	1	0	20
PLC00002742	8/29/2016	Travel	A	0	1	3
PLC00007267	12/20/2014	Property	A	1	1	7
PLC00000736	2/9/2012	Travel	A	1	1	8
PLC00006316	2/3/2011	Travel	A	0	1	5
PLC00005781	1/21/2020	Life	A	1	1	16
PLC00009971	5/20/2012	Travel	D	1	0	22
PLC00000313	5/24/2019	Mobile	A	1	0	10
PLC00006115	11/22/2018	Life	A	1	1	11
PLC00000423	5/29/2019	Property	A	1	1	14
PLC00003500	11/29/2017	Motor	A	0	1	8
PLC00002218	3/29/2014	Health	A	1	1	15
PLC00003873	11/1/2010	Mobile	A	1	0	9
PLC00001978	10/13/2015	Mobile	A	1	1	15
PLC00000662	8/31/2013	Health	A	1	1	15
PLC00001415	4/7/2018	Motor	A	0	1	1
PLC00007253	12/8/2016	Travel	A	1	0	2
PLC00006812	4/30/2018	Life	A	1	1	0
PLC00000516	4/22/2017	Life	A	1	1	19
PLC00002329	7/6/2011	Travel	A	1	0	10
PLC00009098	3/16/2019	Property	A	1	1	2
PLC00003293	6/19/2018	Property	A	1	0	5
PLC00008674	8/4/2016	Mobile	A	1	1	10
PLC00003375	6/19/2011	Health	A	0	1	23
PLC00002949	5/4/2018	Life	D	1	1	14
PLC00000020	5/9/2019	Property	A	1	1	13
PLC00004616	9/13/2014	Mobile	A	1	1	11
PLC00008512	4/20/2015	Motor	A	0	1	10
PLC00009426	12/24/2017	Property	A	1	0	9
PLC00006684	4/17/2017	Health	A	1	0	1
PLC00007940	5/13/2015	Life	A	0	0	19
PLC00004707	2/13/2019	Motor	A	1	0	11
PLC00003368	5/8/2019	Health	D	0	1	19
PLC00004005	1/24/2012	Travel	A	1	0	6
PLC00002978	7/22/2016	Travel	A	1	1	22
PLC00004842	9/6/2014	Property	A	1	1	16
PLC00003443	3/22/2012	Motor	A	1	0	22
PLC00005336	10/16/2013	Motor	A	1	1	9
PLC00000465	12/9/2018	Travel	A	1	0	1
PLC00007486	7/23/2019	Life	A	0	0	8
PLC00008065	8/23/2014	Health	A	1	1	2
PLC00004716	12/19/2011	Health	A	1	1	15
PLC00008247	6/17/2010	Health	A	1	0	23
PLC00004877	2/6/2012	Health	A	0	1	23
PLC00001210	2/22/2015	Property	A	1	1	18
PLC00008124	3/31/2011	Property	A	1	0	19
PLC00001447	4/7/2016	Health	A	1	1	10
PLC00008967	6/25/2012	Motor	A	1	1	20
PLC00007981	2/7/2017	Life	A	0	1	9
PLC00007742	11/15/2019	Mobile	A	0	1	6
PLC00005748	1/26/2019	Travel	A	0	1	9
PLC00008633	11/11/2012	Travel	A	1	0	15
PLC00006647	11/13/2011	Health	A	0	1	8
PLC00005530	7/16/2015	Motor	A	1	1	18
PLC00002396	6/26/2011	Health	A	1	1	17
PLC00005466	3/26/2018	Mobile	A	1	1	4
PLC00009014	11/23/2017	Health	A	1	0	22
PLC00000161	1/29/2015	Property	A	1	0	5
PLC00005006	10/28/2015	Mobile	A	0	1	1
PLC00000644	6/14/2019	Property	A	0	1	23
PLC00003676	3/28/2017	Motor	A	1	1	17
PLC00003013	7/4/2011	Motor	A	0	1	23
PLC00005780	5/29/2018	Property	A	1	1	2
PLC00009581	1/18/2020	Mobile	A	1	0	4
PLC00005620	4/13/2015	Mobile	A	1	1	2
PLC00003871	8/7/2015	Property	A	1	1	19
PLC00005525	5/10/2013	Health	D	1	0	17
PLC00006921	10/31/2018	Health	A	1	0	22
PLC00007462	7/3/2019	Motor	A	1	0	4
PLC00009393	12/13/2015	Life	A	0	1	5
PLC00003244	4/6/2019	Travel	A	0	1	22
PLC00006773	12/28/2012	Travel	D	0	1	17
PLC00007674	9/30/2011	Mobile	A	1	1	16
PLC00003282	1/23/2012	Mobile	A	1	0	8
PLC00008101	2/16/2016	Life	A	1	0	15
PLC00000364	7/22/2019	Motor	A	1	1	3
PLC00000128	12/3/2018	Mobile	A	1	0	9
PLC00003527	10/16/2010	Travel	A	1	1	4
PLC00008713	10/25/2015	Health	A	1	0	11
PLC00003381	1/22/2018	Motor	A	0	1	15
PLC00002004	6/21/2011	Motor	A	1	0	20
PLC00001951	1/27/2020	Travel	D	0	1	21
PLC00001813	12/7/2018	Health	A	0	1	21
PLC00006140	4/16/2011	Health	A	0	1	7
PLC00008137	2/14/2012	Life	A	0	0	15
PLC00000925	5/6/2011	Property	A	1	0	1
PLC00000545	10/12/2019	Health	A	1	1	4
PLC00004619	2/3/2019	Travel	A	0	1	18
PLC00003480	8/10/2013	Health	A	0	1	19
PLC00004298	6/10/2016	Life	A	1	1	4
PLC00005880	11/5/2011	Mobile	A	1	1	2
PLC00000667	10/4/2019	Health	A	1	1	10
PLC00002134	11/5/2012	Travel	A	1	0	1
PLC00001959	6/8/2018	Motor	A	1	0	8
PLC00006510	11/28/2017	Mobile	A	0	1	5
PLC00000578	8/7/2015	Property	A	0	1	15
PLC00006654	4/19/2018	Travel	A	1	1	20
PLC00005678	1/27/2014	Life	A	1	1	12
PLC00004299	1/5/2018	Travel	A	1	1	13
PLC00003998	2/3/2019	Travel	A	1	1	7
PLC00003455	2/1/2015	Motor	A	1	1	14
PLC00006529	3/8/2015	Travel	A	1	1	22
PLC00001822	10/2/2016	Mobile	A	1	1	12
PLC00004589	3/8/2011	Motor	A	1	0	3
PLC00008365	8/30/2017	Health	A	0	1	19
PLC00007185	2/27/2012	Mobile	A	0	1	15
PLC00009470	10/2/2017	Mobile	A	1	1	21
PLC00003869	5/20/2019	Motor	A	1	1	12
PLC00005426	9/5/2011	Travel	A	0	0	3
PLC00005965	10/15/2014	Travel	A	1	1	23
PLC00003296	1/14/2013	Property	A	0	1	3
PLC00002194	10/23/2010	Motor	A	0	1	5
PLC00004323	2/15/2011	Travel	A	1	1	6
PLC00002973	4/5/2013	Life	A	0	0	13
PLC00002844	4/29/2018	Life	A	1	1	4
PLC00002188	3/16/2018	Mobile	A	1	0	22
PLC00002945	10/12/2014	Travel	A	0	1	15
PLC00007699	7/25/2014	Property	D	1	1	11
PLC00004341	11/27/2015	Motor	A	1	1	12
PLC00006297	3/27/2017	Motor	A	0	1	7
PLC00008675	3/21/2018	Travel	A	1	1	15
PLC00005854	3/20/2019	Travel	A	1	0	9
PLC00008582	4/6/2011	Property	A	0	1	10
PLC00001884	8/25/2013	Mobile	A	1	1	9
PLC00001223	1/14/2011	Mobile	A	1	1	4
PLC00002859	8/26/2012	Travel	A	1	1	4
PLC00004901	7/16/2016	Motor	A	1	1	14
PLC00003412	9/10/2010	Property	A	1	1	15
PLC00007787	3/19/2013	Property	A	1	1	19
PLC00005856	10/11/2019	Motor	A	1	0	0
PLC00003103	7/18/2019	Mobile	A	1	0	1
PLC00004874	11/10/2018	Property	A	0	1	4
PLC00004786	9/19/2019	Mobile	A	0	0	6
PLC00006199	7/18/2015	Health	A	0	1	15
PLC00006114	6/22/2015	Motor	A	1	1	21
PLC00004100	10/20/2017	Mobile	A	1	1	17
PLC00004019	12/6/2015	Property	A	0	1	0
PLC00000329	7/28/2011	Health	A	1	1	8
PLC00000297	6/28/2010	Travel	A	1	0	14
PLC00006506	7/17/2014	Mobile	A	1	1	16
PLC00002429	6/4/2018	Health	A	1	1	11
PLC00001329	11/18/2012	Travel	A	0	1	21
PLC00006499	11/23/2011	Life	A	0	1	9
PLC00003960	4/29/2016	Mobile	A	1	0	21
PLC00002531	12/7/2012	Health	A	1	1	21
PLC00007967	7/4/2017	Life	A	1	1	16
PLC00007477	3/28/2019	Health	A	1	1	4
PLC00008703	6/5/2010	Health	A	1	1	13
PLC00004766	8/16/2012	Travel	D	1	1	16
PLC00002752	7/30/2012	Motor	A	1	1	22
PLC00001575	12/25/2016	Motor	A	1	1	20
PLC00004969	12/4/2017	Health	A	1	1	8
PLC00006998	9/2/2014	Property	A	1	0	1
PLC00007193	4/9/2019	Mobile	A	1	0	22
PLC00003841	7/16/2011	Health	A	1	1	14
PLC00008202	4/24/2013	Property	A	1	1	3
PLC00008542	10/27/2016	Property	A	1	0	19
PLC00008357	7/29/2017	Travel	A	0	0	14
PLC00000295	4/1/2016	Mobile	A	1	1	11
PLC00001955	8/1/2016	Life	A	0	1	22
PLC00005839	2/5/2015	Travel	A	0	1	20
PLC00000290	1/4/2015	Mobile	A	1	1	22
PLC00004346	8/31/2012	Mobile	A	1	0	14
PLC00002494	7/8/2010	Travel	A	1	1	8
PLC00001377	2/16/2015	Motor	A	0	0	5
PLC00005148	8/7/2012	Motor	A	1	1	21
PLC00006395	11/17/2015	Life	A	1	1	9
PLC00002054	10/19/2015	Property	A	0	0	20
PLC00001902	10/22/2018	Property	A	1	1	8
PLC00002136	6/15/2015	Health	A	0	1	0
PLC00002228	10/30/2012	Mobile	A	1	1	17
PLC00006352	1/11/2012	Property	A	1	0	18
PLC00000592	8/10/2015	Health	A	1	1	6
PLC00005970	3/25/2013	Life	A	1	0	20
PLC00002588	4/1/2011	Property	A	1	1	18
PLC00006620	11/2/2010	Mobile	A	0	1	3
PLC00008578	9/22/2015	Travel	A	0	0	2
PLC00000906	3/22/2017	Travel	A	1	1	19
PLC00007045	2/21/2012	Health	A	1	1	13
PLC00009691	7/14/2016	Life	A	1	1	9
PLC00006439	4/24/2012	Mobile	A	1	1	12
PLC00000300	4/17/2019	Motor	A	1	0	23
PLC00000723	5/6/2012	Life	A	1	1	18
PLC00000764	3/29/2016	Motor	A	0	0	19
PLC00003882	12/20/2016	Property	A	1	1	2
PLC00008886	12/20/2014	Travel	A	1	1	8
PLC00000946	7/22/2019	Life	A	1	0	4
PLC00007268	1/31/2015	Health	A	0	1	13
PLC00001368	9/25/2015	Life	A	1	1	19
PLC00005762	7/15/2010	Motor	A	1	0	14
PLC00002288	3/16/2017	Life	A	1	0	20
PLC00008610	6/17/2013	Mobile	A	1	1	14
PLC00004246	4/25/2019	Property	A	1	1	6
PLC00007548	2/13/2012	Health	A	0	1	2
PLC00007066	4/23/2011	Travel	A	0	0	11
PLC00003642	10/29/2018	Health	A	0	0	10
PLC00004696	9/1/2016	Travel	A	1	1	10
PLC00002401	5/30/2016	Life	A	1	0	5
PLC00001200	4/27/2018	Health	A	1	1	19
PLC00009456	4/23/2014	Travel	A	1	1	7
PLC00003820	11/5/2018	Mobile	A	1	1	7
PLC00003603	3/23/2016	Motor	A	1	1	15
PLC00008794	9/13/2016	Life	A	0	1	22
PLC00006597	6/11/2017	Health	A	1	1	13
PLC00003684	12/19/2011	Mobile	A	1	0	6
PLC00009873	8/3/2016	Health	A	1	1	16
PLC00005909	2/26/2011	Mobile	A	1	1	1
PLC00002930	5/24/2019	Life	A	1	0	12
PLC00006519	6/4/2019	Travel	A	1	1	21
PLC00005980	10/11/2019	Life	A	1	1	6
PLC00005108	2/29/2012	Health	A	0	1	11
PLC00004546	10/25/2016	Mobile	A	1	1	23
PLC00004073	6/7/2010	Mobile	A	0	0	19
PLC00000311	10/14/2018	Life	A	0	0	12
PLC00007643	6/28/2013	Life	A	1	0	18
PLC00002554	11/12/2012	Property	A	1	1	0
PLC00009111	3/16/2016	Motor	A	1	1	12
PLC00002883	10/25/2017	Property	A	1	1	2
PLC00000022	4/5/2017	Motor	D	0	0	16
PLC00002512	8/11/2016	Mobile	A	1	1	15
PLC00009757	9/1/2014	Mobile	A	1	0	21
PLC00004252	6/9/2019	Motor	A	1	1	17
PLC00001940	11/22/2019	Mobile	A	0	0	18
PLC00005849	1/29/2019	Property	A	1	1	16
PLC00002162	1/24/2012	Property	A	1	0	18
PLC00004753	10/14/2014	Life	A	1	1	14
PLC00004452	12/17/2010	Mobile	A	0	1	22
PLC00007121	6/25/2012	Life	A	1	0	19
PLC00006414	1/8/2014	Travel	A	1	1	3
PLC00007337	12/5/2014	Travel	A	1	1	23
PLC00006749	9/19/2010	Health	A	1	1	19
PLC00009673	3/17/2016	Motor	A	0	1	14
PLC00006349	1/1/2017	Motor	A	1	1	5
PLC00002828	11/15/2017	Life	A	1	1	15
PLC00007825	6/6/2016	Travel	A	1	1	7
PLC00006473	5/22/2015	Travel	A	1	1	12
PLC00009027	3/5/2011	Travel	A	0	1	13
PLC00004266	9/24/2010	Life	A	1	1	21
PLC00005959	9/7/2012	Mobile	A	0	1	0
PLC00001994	2/9/2017	Property	A	0	0	1
PLC00007691	5/1/2013	Motor	A	1	1	9
PLC00000865	9/16/2012	Life	A	1	0	22
PLC00003556	1/6/2018	Mobile	A	0	1	10
PLC00002063	10/16/2010	Motor	A	0	1	1
PLC00009380	9/22/2014	Life	A	1	1	4
PLC00008684	6/29/2017	Travel	A	0	1	16
PLC00000366	9/25/2012	Property	A	1	1	20
PLC00004927	8/23/2011	Mobile	A	1	1	23
PLC00009075	3/13/2014	Life	A	1	1	13
PLC00002132	6/5/2013	Travel	A	0	0	13
PLC00006685	9/11/2018	Mobile	A	1	0	20
PLC00001497	9/1/2013	Property	A	0	0	3
PLC00007389	11/5/2019	Life	A	1	1	15
PLC00009556	11/30/2017	Travel	A	1	1	23
PLC00005252	7/7/2013	Motor	A	1	1	22
PLC00000952	7/14/2012	Travel	A	0	0	9
PLC00006184	11/21/2012	Motor	A	1	1	23
PLC00005915	8/17/2012	Life	A	1	1	7
PLC00003002	9/21/2014	Property	A	1	1	8
PLC00006154	8/6/2010	Life	A	1	1	13
PLC00004464	12/13/2019	Travel	A	0	0	18
PLC00009208	12/28/2017	Travel	A	0	1	17
PLC00001945	2/28/2011	Motor	A	1	0	9
PLC00007535	1/27/2014	Property	A	0	1	22
PLC00005005	10/25/2014	Property	D	1	1	13
PLC00000386	10/18/2017	Life	A	0	1	3
PLC00009021	11/26/2017	Mobile	A	0	1	11
PLC00009224	3/22/2012	Property	D	1	1	4
PLC00005171	2/21/2015	Motor	A	1	1	23
PLC00007511	10/28/2018	Motor	A	1	0	1
PLC00009319	3/21/2019	Health	A	1	1	2
PLC00006432	8/3/2016	Health	A	1	1	17
PLC00005984	3/8/2016	Health	A	1	0	16
PLC00001834	3/11/2017	Motor	A	1	1	18
PLC00002939	4/30/2016	Health	A	1	1	6
PLC00007469	10/20/2016	Property	A	1	1	8
PLC00007672	11/15/2013	Mobile	A	1	0	17
PLC00000781	4/3/2018	Property	A	1	1	5
PLC00006049	11/14/2010	Motor	A	1	0	0
PLC00006136	1/22/2012	Mobile	A	1	1	8
PLC00004561	3/31/2011	Mobile	A	1	1	4
PLC00003329	7/25/2013	Mobile	A	0	1	0
PLC00001442	10/6/2017	Health	A	1	1	7
PLC00002408	6/25/2011	Health	A	1	0	13
PLC00004966	4/24/2012	Property	A	0	0	22
PLC00002776	7/14/2015	Mobile	D	0	1	3
PLC00001107	1/16/2018	Mobile	A	1	1	21
PLC00003827	8/31/2016	Health	A	1	1	2
PLC00000607	9/9/2011	Mobile	A	1	1	3
PLC00004435	6/19/2015	Property	A	1	1	6
PLC00001722	11/22/2016	Health	A	1	0	16
PLC00008662	9/17/2011	Mobile	A	1	0	19
PLC00000714	8/19/2019	Health	A	1	1	1
PLC00000696	7/31/2011	Life	A	0	1	23
PLC00002944	10/5/2017	Mobile	A	0	1	11
PLC00001004	1/8/2016	Mobile	A	1	1	17
PLC00009874	5/1/2012	Property	A	1	0	3
PLC00005597	5/2/2019	Mobile	A	0	1	6
PLC00009425	8/16/2015	Motor	A	0	1	20
PLC00003297	11/19/2018	Property	A	0	0	22
PLC00009813	11/23/2012	Life	A	1	0	2
PLC00003178	3/10/2014	Travel	A	0	1	12
PLC00005368	7/26/2013	Motor	A	0	1	12
PLC00003711	8/17/2016	Health	A	1	1	1
PLC00000604	7/1/2012	Travel	A	1	1	19
PLC00002514	3/27/2012	Health	D	0	1	4
PLC00004241	4/26/2018	Motor	A	1	0	5
PLC00005188	10/5/2010	Mobile	A	1	0	18
PLC00007891	6/7/2019	Property	A	1	1	4
PLC00009491	6/8/2015	Health	A	1	1	18
PLC00007190	3/13/2015	Property	A	1	1	10
PLC00008580	12/9/2016	Health	A	0	1	16
PLC00002140	6/5/2013	Life	A	1	1	9
PLC00005081	9/6/2012	Life	A	0	1	6
PLC00008890	5/19/2014	Travel	A	0	1	18
PLC00009621	6/6/2013	Travel	A	0	0	8
PLC00004677	5/10/2016	Property	A	1	1	13
PLC00001877	6/25/2018	Property	A	1	1	18
PLC00006599	6/26/2013	Property	D	0	1	21
PLC00008135	5/4/2012	Health	A	1	1	9
PLC00009624	10/7/2010	Property	A	1	0	14
PLC00001878	1/7/2018	Mobile	A	1	1	21
PLC00009173	1/23/2014	Travel	A	1	0	17
PLC00001601	11/11/2017	Property	A	0	0	2
PLC00005598	6/29/2015	Health	A	0	1	15
PLC00007885	5/2/2014	Motor	A	0	1	16
PLC00003552	4/9/2012	Property	A	1	1	11
PLC00001568	7/1/2013	Life	A	1	1	5
PLC00009126	11/28/2011	Mobile	A	1	1	11
PLC00007456	2/28/2013	Travel	A	0	0	12
PLC00002366	10/4/2016	Mobile	A	1	0	21
PLC00008707	2/9/2019	Property	A	1	0	20
PLC00006882	1/9/2013	Health	D	0	0	7
PLC00000844	10/23/2017	Life	A	1	1	19
PLC00004573	2/26/2011	Mobile	D	0	1	17
PLC00003392	12/4/2013	Property	A	1	1	1
PLC00000542	12/29/2014	Health	A	0	1	13
PLC00005733	10/31/2018	Life	A	1	0	8
PLC00005888	9/16/2018	Health	D	0	0	5
PLC00000113	5/15/2015	Travel	A	1	0	21
PLC00008482	9/15/2010	Property	A	1	1	23
PLC00007700	12/6/2014	Mobile	A	1	1	19
PLC00006286	5/7/2012	Life	A	0	1	23
PLC00003917	5/27/2012	Property	A	1	0	20
PLC00006026	1/14/2016	Life	A	1	1	17
PLC00006677	12/9/2013	Life	A	1	1	4
PLC00002571	3/2/2011	Motor	A	1	1	15
PLC00000909	3/2/2013	Motor	A	1	1	23
PLC00005376	3/9/2014	Mobile	D	1	0	22
PLC00005775	3/26/2019	Property	A	0	1	17
PLC00004939	12/19/2019	Mobile	A	1	1	4
PLC00001518	1/15/2013	Property	A	1	0	5
PLC00009063	6/30/2015	Mobile	A	1	1	5
PLC00001692	8/11/2016	Mobile	A	1	1	22
PLC00002471	12/12/2019	Motor	A	0	1	10
PLC00004321	5/10/2013	Property	D	1	1	5
PLC00002618	5/22/2018	Travel	A	0	1	4
PLC00001589	11/11/2010	Mobile	A	1	0	17
PLC00000675	12/19/2019	Motor	A	1	1	18
PLC00008039	1/19/2018	Motor	A	1	1	3
PLC00005712	11/30/2014	Life	A	1	1	22
PLC00004643	10/20/2016	Travel	A	1	1	23
PLC00009056	11/26/2012	Travel	A	1	0	23
PLC00002254	11/6/2017	Mobile	A	1	1	6
PLC00009132	3/28/2015	Mobile	A	0	1	23
PLC00003157	6/1/2010	Health	A	1	0	14
PLC00008968	12/6/2013	Property	D	0	1	5
PLC00002560	5/11/2014	Health	D	1	1	6
PLC00006649	3/27/2018	Travel	A	1	1	15
PLC00003463	12/23/2012	Travel	A	0	1	19
PLC00003754	8/16/2014	Mobile	A	1	1	8
PLC00005468	10/17/2017	Travel	A	1	0	16
PLC00009259	6/19/2015	Health	A	1	1	5
PLC00002485	6/9/2014	Travel	A	1	0	3
PLC00005234	4/4/2019	Motor	A	1	1	18
PLC00003989	11/19/2016	Mobile	A	1	1	2
PLC00004669	7/4/2016	Travel	A	1	0	13
PLC00005267	7/13/2011	Health	A	1	1	17
PLC00001842	8/11/2015	Travel	A	0	0	13
PLC00002032	11/2/2013	Life	A	1	1	18
PLC00009989	10/8/2016	Travel	A	1	1	3
PLC00002259	10/25/2015	Health	A	1	1	0
PLC00004489	7/8/2011	Life	A	1	1	20
PLC00005278	5/17/2012	Motor	A	1	1	13
PLC00005224	4/20/2018	Travel	A	1	1	20
PLC00009934	6/28/2019	Property	A	0	1	17
PLC00008613	1/3/2013	Health	A	1	1	21
PLC00008090	4/11/2013	Property	A	1	1	13
PLC00007614	2/24/2017	Motor	A	0	1	5
PLC00004392	2/22/2016	Mobile	A	0	1	21
PLC00001013	6/21/2016	Property	A	0	1	19
