fact_table_natural_key,accm_txn_complete_time
TXN00000698,2022-05-08 14:40:17
TXN00000699,2022-05-08 13:24:06
TXN00000700,2022-05-08 08:51:14
TXN00000701,2022-05-08 21:24:22
TXN00000702,2022-05-08 23:30:22
TXN00000703,2022-05-08 02:26:13
TXN00000704,2022-05-08 04:15:03
TXN00000705,2022-05-08 20:04:10
TXN00000706,2022-05-08 15:45:43
TXN00000707,2022-05-08 00:40:29
TXN00000708,2022-05-08 15:57:31
TXN00000709,2022-05-08 14:55:39
TXN00000710,2022-05-08 20:43:02
TXN00000711,2022-05-08 21:09:06
TXN00000712,2022-05-08 02:17:03
TXN00000713,2022-05-08 11:56:27
TXN00000714,2022-05-08 19:04:17
TXN00000715,2022-05-08 21:46:52
TXN00000716,2022-05-08 08:46:33
TXN00000717,2022-05-08 06:54:15
TXN00000718,2022-05-08 00:53:26
TXN00000719,2022-05-08 22:05:53
TXN00000720,2022-05-08 06:08:01
TXN00000721,2022-05-08 01:13:26
TXN00000722,2022-05-08 20:21:06
TXN00000723,2022-05-08 00:44:49
TXN00000724,2022-05-08 06:33:11
TXN00000725,2022-05-08 04:43:42
TXN00000726,2022-05-08 19:23:16
TXN00000727,2022-05-08 21:48:12
TXN00000728,2022-05-08 12:31:28
TXN00000729,2022-05-08 17:11:04
TXN00000730,2022-05-08 08:57:09
TXN00000731,2022-05-08 04:31:52
TXN00000732,2022-05-08 15:52:27
TXN00000733,2022-05-08 12:41:49
TXN00000734,2022-05-08 22:18:41
TXN00000735,2022-05-08 11:55:08
TXN00000736,2022-05-08 09:17:58
TXN00000737,2022-05-08 18:04:22
TXN00000738,2022-05-08 13:23:20
TXN00000739,2022-05-08 15:06:54
TXN00000740,2022-05-08 23:29:38
TXN00000741,2022-05-08 17:19:18
TXN00000742,2022-05-08 23:31:53
TXN00000743,2022-05-08 14:20:31
TXN00000744,2022-05-08 12:42:08
TXN00000745,2022-05-08 15:54:36
TXN00000746,2022-05-08 14:57:33
TXN00000747,2022-05-08 12:55:16
TXN00000748,2022-05-08 07:45:27
TXN00000749,2022-05-08 21:01:16
TXN00000750,2022-05-08 16:30:49
TXN00000751,2022-05-08 20:35:08
TXN00000752,2022-05-08 11:16:48
TXN00000753,2022-05-08 21:15:17
TXN00000754,2022-05-08 09:09:04
TXN00000755,2022-05-08 07:19:30
TXN00000756,2022-05-08 16:40:46
TXN00000757,2022-05-08 23:43:10
TXN00000758,2022-05-08 04:17:34
TXN00000759,2022-05-08 08:45:12
TXN00000760,2022-05-08 17:14:57
TXN00000761,2022-05-08 14:09:06
TXN00000762,2022-05-08 20:29:57
TXN00000763,2022-05-08 18:06:38
TXN00000764,2022-05-08 08:07:45
TXN00000765,2022-05-08 11:23:49
TXN00000766,2022-05-08 11:18:01
TXN00000767,2022-05-08 06:46:07
TXN00000768,2022-05-08 02:19:48
TXN00000769,2022-05-08 20:53:03
TXN00000770,2022-05-08 06:56:11
TXN00000771,2022-05-08 07:56:51
TXN00000772,2022-05-08 01:27:16
TXN00000773,2022-05-08 12:35:31
TXN00000774,2022-05-08 13:29:57
TXN00000775,2022-05-08 19:34:09
TXN00000776,2022-05-08 06:26:12
TXN00000777,2022-05-08 15:33:01
TXN00000778,2022-05-08 13:36:23
TXN00000779,2022-05-08 07:23:01
TXN00000780,2022-05-08 13:36:47
TXN00000781,2022-05-08 02:01:17
TXN00000782,2022-05-08 12:42:51
TXN00000783,2022-05-08 11:36:53
TXN00000784,2022-05-08 02:25:41
TXN00000785,2022-05-08 03:53:05
TXN00000786,2022-05-08 02:37:43
TXN00000787,2022-05-08 04:00:49
TXN00000788,2022-05-08 22:18:32
TXN00000789,2022-05-08 00:43:01
TXN00000790,2022-05-08 15:06:54
TXN00000791,2022-05-08 22:46:04
TXN00000792,2022-05-08 07:31:12
TXN00000793,2022-05-08 11:12:07
TXN00000794,2022-05-08 02:12:13
TXN00000795,2022-05-08 15:25:31
TXN00000796,2022-05-08 22:52:57
TXN00000797,2022-05-08 21:50:10
TXN00000798,2022-05-08 15:05:29
TXN00000799,2022-05-08 09:27:35
TXN00000800,2022-05-08 22:11:06
TXN00000801,2022-05-08 23:47:08
TXN00000802,2022-05-08 04:35:42
TXN00000803,2022-05-08 10:26:07
TXN00000804,2022-05-08 08:19:37
TXN00000805,2022-05-08 19:38:23
TXN00000806,2022-05-08 12:06:59
TXN00000807,2022-05-08 18:39:48
TXN00000808,2022-05-08 03:03:51
TXN00000809,2022-05-08 02:26:26
TXN00000810,2022-05-08 22:53:50
TXN00000811,2022-05-08 15:11:03
TXN00000812,2022-05-08 16:52:59
TXN00000813,2022-05-08 01:52:16
TXN00000814,2022-05-08 18:54:10
TXN00000815,2022-05-08 21:35:46
TXN00000816,2022-05-08 19:51:44
TXN00000817,2022-05-08 06:01:44
TXN00000818,2022-05-08 16:40:58
TXN00000819,2022-05-08 20:29:08
TXN00000820,2022-05-08 07:04:44
TXN00000821,2022-05-08 00:21:20
TXN00000822,2022-05-08 08:55:37
TXN00000823,2022-05-08 10:21:31
TXN00000824,2022-05-08 10:23:04
TXN00000825,2022-05-08 03:42:32
TXN00000826,2022-05-08 06:05:15
TXN00000827,2022-05-08 05:12:51
TXN00000828,2022-05-08 17:50:40
TXN00000829,2022-05-08 06:30:26
TXN00000830,2022-05-08 17:32:38
TXN00000831,2022-05-08 19:42:56
TXN00000832,2022-05-08 18:11:01
TXN00000833,2022-05-08 16:23:45
TXN00000834,2022-05-08 03:17:14
TXN00000835,2022-05-08 05:20:42
TXN00000836,2022-05-08 12:08:05
TXN00000837,2022-05-08 06:32:12
TXN00000838,2022-05-08 08:02:43
TXN00000839,2022-05-08 23:13:47
TXN00000840,2022-05-08 16:57:26
TXN00000841,2022-05-08 05:42:00
TXN00000842,2022-05-08 16:02:54
TXN00000843,2022-05-08 23:08:45
TXN00000844,2022-05-08 10:09:59
TXN00000845,2022-05-08 09:08:21
TXN00000846,2022-05-08 03:49:17
TXN00000847,2022-05-08 16:07:01
TXN00000848,2022-05-08 18:13:34
TXN00000849,2022-05-08 20:05:26
TXN00000850,2022-05-08 10:09:22
TXN00000851,2022-05-08 08:44:45
TXN00000852,2022-05-08 14:32:15
TXN00000853,2022-05-08 18:29:51
TXN00000854,2022-05-08 09:26:11
TXN00000855,2022-05-08 10:42:59
TXN00000856,2022-05-08 10:16:22
TXN00000857,2022-05-08 05:10:03
TXN00000858,2022-05-08 04:40:49
TXN00000859,2022-05-08 06:50:18
TXN00000860,2022-05-08 20:51:50
TXN00000861,2022-05-08 00:33:38
TXN00000862,2022-05-08 01:55:37
TXN00000863,2022-05-08 23:12:56
TXN00000864,2022-05-08 04:31:39
TXN00000865,2022-05-08 06:14:18
TXN00000866,2022-05-08 17:26:54
TXN00000867,2022-05-08 23:16:24
TXN00000868,2022-05-08 19:16:25
TXN00000869,2022-05-08 01:02:52
TXN00000870,2022-05-08 08:43:17
TXN00000871,2022-05-08 05:22:12
TXN00000872,2022-05-08 04:15:45
TXN00000873,2022-05-08 04:34:23
TXN00000874,2022-05-08 20:59:37
TXN00000875,2022-05-08 14:58:10
TXN00000876,2022-05-08 11:25:53
TXN00000877,2022-05-08 17:29:28
TXN00000878,2022-05-08 23:05:28
TXN00000879,2022-05-08 18:05:29
TXN00000880,2022-05-08 19:34:40
TXN00000881,2022-05-08 23:38:31
TXN00000882,2022-05-08 09:56:38
TXN00000883,2022-05-08 00:15:33
TXN00000884,2022-05-08 04:19:03
TXN00000885,2022-05-08 19:40:38
TXN00000886,2022-05-08 07:15:02
TXN00000887,2022-05-08 23:23:47
TXN00000888,2022-05-08 03:40:50
TXN00000889,2022-05-08 10:04:14
TXN00000890,2022-05-08 17:25:31
TXN00000891,2022-05-08 18:55:45
TXN00000892,2022-05-08 05:08:31
TXN00000893,2022-05-08 06:33:07
TXN00000894,2022-05-08 04:35:44
TXN00000895,2022-05-08 21:29:40
TXN00000896,2022-05-08 23:57:39
TXN00000897,2022-05-08 19:21:32
TXN00000898,2022-05-08 12:12:48
TXN00000899,2022-05-08 21:14:18
TXN00000900,2022-05-08 15:42:30
TXN00000901,2022-05-08 07:42:10
TXN00000902,2022-05-08 19:05:24
TXN00000903,2022-05-08 21:48:06
TXN00000904,2022-05-08 17:35:41
TXN00000905,2022-05-08 08:47:10
TXN00000906,2022-05-08 19:29:26
TXN00000907,2022-05-08 17:29:26
TXN00000908,2022-05-08 02:31:10
TXN00000909,2022-05-08 17:52:28
TXN00000910,2022-05-08 12:52:46
TXN00000911,2022-05-08 10:04:24
TXN00000912,2022-05-08 03:43:28
TXN00000913,2022-05-08 08:10:21
TXN00000914,2022-05-08 05:51:00
TXN00000915,2022-05-08 17:13:27
TXN00000916,2022-05-08 09:32:58
TXN00000917,2022-05-08 01:04:41
TXN00000918,2022-05-08 00:44:00
TXN00000919,2022-05-08 22:06:09
TXN00000920,2022-05-08 20:29:00
TXN00000921,2022-05-08 09:29:00
TXN00000922,2022-05-08 15:07:49
TXN00000923,2022-05-08 22:25:26
TXN00000924,2022-05-08 02:19:09
TXN00000925,2022-05-08 21:36:54
TXN00000926,2022-05-08 04:01:11
TXN00000927,2022-05-08 14:24:38
TXN00000928,2022-05-08 18:21:39
TXN00000929,2022-05-08 08:09:38
TXN00000930,2022-05-08 02:22:52
TXN00000931,2022-05-08 23:16:00
TXN00000932,2022-05-08 07:30:09
TXN00000933,2022-05-08 05:41:30
TXN00000934,2022-05-08 14:55:13
TXN00000935,2022-05-08 00:14:57
TXN00000936,2022-05-08 05:10:35
TXN00000937,2022-05-08 22:49:26
TXN00000938,2022-05-08 15:23:27
TXN00000939,2022-05-08 16:19:35
TXN00000940,2022-05-08 00:07:04
TXN00000941,2022-05-08 22:40:50
TXN00000942,2022-05-08 11:09:50
TXN00000943,2022-05-08 16:15:38
TXN00000944,2022-05-08 02:53:23
TXN00000945,2022-05-08 19:04:43
TXN00000946,2022-05-08 02:50:15
TXN00000947,2022-05-08 07:57:41
TXN00000948,2022-05-08 18:08:12
TXN00000949,2022-05-08 07:43:17
TXN00000950,2022-05-08 11:52:46
TXN00000951,2022-05-08 20:35:26
TXN00000952,2022-05-08 08:30:34
TXN00000953,2022-05-08 07:34:24
TXN00000954,2022-05-08 10:21:02
TXN00000955,2022-05-08 15:38:48
TXN00000956,2022-05-08 21:57:50
TXN00000957,2022-05-08 00:54:20
TXN00000958,2022-05-08 16:12:32
TXN00000959,2022-05-08 18:39:54
TXN00000960,2022-05-08 17:10:51
TXN00000961,2022-05-08 05:43:09
TXN00000962,2022-05-08 19:18:21
TXN00000963,2022-05-08 12:33:50
TXN00000964,2022-05-08 12:56:09
TXN00000965,2022-05-08 19:34:13
TXN00000966,2022-05-08 00:26:46
TXN00000967,2022-05-08 20:49:22
TXN00000968,2022-05-08 22:52:46
TXN00000969,2022-05-08 21:47:13
TXN00000970,2022-05-08 07:33:00
TXN00000971,2022-05-08 09:54:30
TXN00000972,2022-05-08 20:12:14
TXN00000973,2022-05-08 15:42:46
TXN00000974,2022-05-08 09:40:41
TXN00000975,2022-05-08 09:57:11
TXN00000976,2022-05-08 00:42:47
TXN00000977,2022-05-08 06:44:12
TXN00000978,2022-05-08 20:47:52
TXN00000979,2022-05-08 05:44:20
TXN00000980,2022-05-08 04:37:29
TXN00000981,2022-05-08 02:58:34
TXN00000982,2022-05-08 13:18:51
TXN00000983,2022-05-08 13:54:33
TXN00000984,2022-05-08 02:46:27
TXN00000985,2022-05-08 07:08:18
TXN00000986,2022-05-08 18:14:15
TXN00000987,2022-05-08 23:36:49
TXN00000988,2022-05-08 12:23:07
TXN00000989,2022-05-08 04:45:40
TXN00000990,2022-05-08 13:46:58
TXN00000991,2022-05-08 22:44:19
TXN00000992,2022-05-08 21:40:44
TXN00000993,2022-05-08 00:00:30
TXN00000994,2022-05-08 12:07:09
TXN00000995,2022-05-08 19:01:12
TXN00000996,2022-05-08 09:26:29
TXN00000997,2022-05-08 00:03:08
TXN00000998,2022-05-08 06:58:29
TXN00000999,2022-05-08 10:13:47
TXN00001000,2022-05-08 17:28:53
TXN00001001,2022-05-08 21:17:26
TXN00001002,2022-05-08 20:59:29
TXN00001003,2022-05-08 22:50:21
TXN00001004,2022-05-08 14:26:37
TXN00001005,2022-05-08 04:41:05
TXN00001006,2022-05-08 01:51:13
TXN00001007,2022-05-08 15:33:19
TXN00001008,2022-05-08 13:59:21
TXN00001009,2022-05-08 19:30:36
TXN00001010,2022-05-08 18:50:05
TXN00001011,2022-05-08 07:24:38
TXN00001012,2022-05-08 18:22:34
TXN00001013,2022-05-08 09:08:17
TXN00001014,2022-05-08 23:39:19
TXN00001015,2022-05-08 08:00:06
TXN00001016,2022-05-08 21:45:49
TXN00001017,2022-05-08 21:19:53
TXN00001018,2022-05-08 13:04:05
TXN00001019,2022-05-08 19:40:34
TXN00001020,2022-05-08 19:36:50
TXN00001021,2022-05-08 21:44:59
TXN00001022,2022-05-08 20:38:13
TXN00001023,2022-05-08 15:46:49
TXN00001024,2022-05-08 04:12:01
TXN00001025,2022-05-08 18:52:46
TXN00001026,2022-05-08 01:46:19
TXN00001027,2022-05-08 11:40:31
TXN00001028,2022-05-08 07:14:23
TXN00001029,2022-05-08 01:19:38
TXN00001030,2022-05-08 12:49:22
TXN00001031,2022-05-08 17:30:34
TXN00001032,2022-05-08 08:16:26
TXN00001033,2022-05-08 06:55:23
TXN00001034,2022-05-08 19:56:39
TXN00001035,2022-05-08 12:44:57
TXN00001036,2022-05-08 18:04:55
TXN00001037,2022-05-08 16:32:07
TXN00001038,2022-05-08 08:29:29
TXN00001039,2022-05-08 20:45:47
TXN00001040,2022-05-08 21:40:31
TXN00001041,2022-05-08 14:38:24
TXN00001042,2022-05-08 19:35:33
TXN00001043,2022-05-08 04:47:45
TXN00001044,2022-05-08 18:13:07
TXN00001045,2022-05-08 01:40:07
TXN00001046,2022-05-08 09:10:36
TXN00001047,2022-05-08 17:49:56
TXN00001048,2022-05-08 05:07:07
TXN00001049,2022-05-08 02:10:12
TXN00001050,2022-05-08 00:12:15
TXN00001051,2022-05-08 16:43:07
TXN00001052,2022-05-08 22:30:01
TXN00001053,2022-05-08 16:08:19
TXN00001054,2022-05-08 12:03:15
TXN00001055,2022-05-08 01:23:13
TXN00001056,2022-05-08 23:00:25
TXN00001057,2022-05-08 00:29:09
TXN00001058,2022-05-08 11:30:45
TXN00001059,2022-05-08 22:48:33
TXN00001060,2022-05-08 16:13:07
TXN00001061,2022-05-08 00:29:13
TXN00001062,2022-05-08 09:54:35
TXN00001063,2022-05-08 13:07:37
TXN00001064,2022-05-08 07:13:38
TXN00001065,2022-05-08 16:18:06
TXN00001066,2022-05-08 14:41:15
TXN00001067,2022-05-08 04:47:19
TXN00001068,2022-05-08 03:51:00
TXN00001069,2022-05-08 22:02:26
TXN00001070,2022-05-08 08:13:37
TXN00001071,2022-05-08 14:17:55
TXN00001072,2022-05-08 23:30:04
TXN00001073,2022-05-08 06:47:35
TXN00001074,2022-05-08 19:09:48
TXN00001075,2022-05-08 15:13:57
TXN00001076,2022-05-08 14:18:19
TXN00001077,2022-05-08 13:35:24
TXN00001078,2022-05-08 23:57:59
TXN00001079,2022-05-08 19:00:49
TXN00001080,2022-05-08 07:48:10
TXN00001081,2022-05-08 12:52:54
TXN00001082,2022-05-08 00:59:42
TXN00001083,2022-05-08 07:58:43
TXN00001084,2022-05-08 14:30:01
TXN00001085,2022-05-08 03:05:00
TXN00001086,2022-05-08 01:50:18
TXN00001087,2022-05-08 03:25:34
TXN00001088,2022-05-08 22:51:51
TXN00001089,2022-05-08 22:04:42
TXN00001090,2022-05-08 04:09:08
TXN00001091,2022-05-08 11:15:57
TXN00001092,2022-05-08 12:39:38
TXN00001093,2022-05-08 11:48:08
TXN00001094,2022-05-08 03:05:40
TXN00001095,2022-05-08 04:32:23
TXN00001096,2022-05-08 18:48:17
TXN00001097,2022-05-08 04:19:27
TXN00001098,2022-05-08 08:06:01
TXN00001099,2022-05-08 16:18:54
TXN00001100,2022-05-08 12:38:16
TXN00001101,2022-05-08 03:35:06
TXN00001102,2022-05-08 01:43:54
TXN00001103,2022-05-08 17:49:11
TXN00001104,2022-05-08 01:26:47
TXN00001105,2022-05-08 03:18:24
TXN00001106,2022-05-08 05:58:56
TXN00001107,2022-05-08 01:36:52
TXN00001108,2022-05-08 08:06:40
TXN00001109,2022-05-08 10:01:13
TXN00001110,2022-05-08 08:56:03
TXN00001111,2022-05-08 18:37:57
TXN00001112,2022-05-08 10:58:29
TXN00001113,2022-05-08 15:49:32
TXN00001114,2022-05-08 05:57:44
TXN00001115,2022-05-08 10:45:08
TXN00001116,2022-05-08 13:32:04
TXN00001117,2022-05-08 12:28:27
TXN00001118,2022-05-08 20:11:43
TXN00001119,2022-05-08 07:57:59
TXN00001120,2022-05-08 18:03:16
TXN00001121,2022-05-08 21:46:35
TXN00001122,2022-05-08 20:28:05
TXN00001123,2022-05-08 20:58:27
TXN00001124,2022-05-08 02:39:46
TXN00001125,2022-05-08 10:28:27
TXN00001126,2022-05-08 17:11:44
TXN00001127,2022-05-08 16:18:05
TXN00001128,2022-05-08 06:22:58
TXN00001129,2022-05-08 05:37:28
TXN00001130,2022-05-08 07:10:57
TXN00001131,2022-05-08 05:24:36
TXN00001132,2022-05-08 07:21:45
TXN00001133,2022-05-08 18:41:25
TXN00001134,2022-05-08 20:44:55
TXN00001135,2022-05-08 02:14:11
TXN00001136,2022-05-08 03:27:10
TXN00001137,2022-05-08 13:58:17
TXN00001138,2022-05-08 20:38:57
TXN00001139,2022-05-08 13:02:27
TXN00001140,2022-05-08 12:45:46
TXN00001141,2022-05-08 09:51:15
TXN00001142,2022-05-08 16:26:13
TXN00001143,2022-05-08 15:59:07
TXN00001144,2022-05-08 02:14:10
TXN00001145,2022-05-08 05:05:51
TXN00001146,2022-05-08 01:24:28
TXN00001147,2022-05-08 09:10:59
TXN00001148,2022-05-08 02:44:06
TXN00001149,2022-05-08 07:49:26
TXN00001150,2022-05-08 05:45:08
TXN00001151,2022-05-08 21:29:22
TXN00001152,2022-05-08 00:41:23
TXN00001153,2022-05-08 06:19:21
TXN00001154,2022-05-08 20:07:06
TXN00001155,2022-05-08 16:07:11
TXN00001156,2022-05-08 18:14:29
TXN00001157,2022-05-08 03:52:01
TXN00001158,2022-05-08 18:36:45
TXN00001159,2022-05-08 05:20:53
TXN00001160,2022-05-08 06:23:56
TXN00001161,2022-05-08 08:01:20
TXN00001162,2022-05-08 05:23:49
TXN00001163,2022-05-08 16:57:30
TXN00001164,2022-05-08 13:28:19
TXN00001165,2022-05-08 19:12:08
TXN00001166,2022-05-08 15:32:02
TXN00001167,2022-05-08 00:56:44
TXN00001168,2022-05-08 12:12:15
TXN00001169,2022-05-08 14:49:59
TXN00001170,2022-05-08 02:10:41
TXN00001171,2022-05-08 17:06:12
TXN00001172,2022-05-08 16:05:56
TXN00001173,2022-05-08 20:00:50
TXN00001174,2022-05-08 10:45:21
TXN00001175,2022-05-08 21:57:59
TXN00001176,2022-05-08 09:25:27
TXN00001177,2022-05-08 23:08:58
TXN00001178,2022-05-08 20:03:47
TXN00001179,2022-05-08 06:05:27
TXN00001180,2022-05-08 20:19:12
TXN00001181,2022-05-08 09:48:48
TXN00001182,2022-05-08 15:45:03
TXN00001183,2022-05-08 06:24:02
TXN00001184,2022-05-08 15:11:42
TXN00001185,2022-05-08 02:40:58
TXN00001186,2022-05-08 14:56:35
TXN00001187,2022-05-08 18:03:40
TXN00001188,2022-05-08 08:35:46
TXN00001189,2022-05-08 17:41:18
TXN00001190,2022-05-08 11:30:23
TXN00001191,2022-05-08 19:57:57
TXN00001192,2022-05-08 23:01:01
TXN00001193,2022-05-08 08:33:02
TXN00001194,2022-05-08 21:45:51
TXN00001195,2022-05-08 04:03:15
TXN00001196,2022-05-08 15:48:55
TXN00001197,2022-05-08 08:07:01
TXN00001198,2022-05-08 04:28:41
TXN00001199,2022-05-08 23:47:56
TXN00001200,2022-05-08 17:37:02
TXN00001201,2022-05-08 18:13:05
TXN00001202,2022-05-08 10:33:37
TXN00001203,2022-05-08 16:59:59
TXN00001204,2022-05-08 05:22:46
TXN00001205,2022-05-08 11:09:30
TXN00001206,2022-05-08 09:16:47
TXN00001207,2022-05-08 10:55:31
TXN00001208,2022-05-08 04:43:29
TXN00001209,2022-05-08 02:31:31
TXN00001210,2022-05-08 06:17:47
TXN00001211,2022-05-08 13:36:29
TXN00001212,2022-05-08 22:55:06
TXN00001213,2022-05-08 17:19:56
TXN00001214,2022-05-08 06:22:10
TXN00001215,2022-05-08 15:20:10
TXN00001216,2022-05-08 18:19:32
TXN00001217,2022-05-08 02:11:20
TXN00001218,2022-05-08 13:56:22
TXN00001219,2022-05-08 23:28:55
TXN00001220,2022-05-08 16:51:59
TXN00001221,2022-05-08 01:32:17
TXN00001222,2022-05-08 03:02:37
TXN00001223,2022-05-08 02:01:16
TXN00001224,2022-05-08 18:05:32
TXN00001225,2022-05-08 13:19:09
TXN00001226,2022-05-08 20:24:53
TXN00001227,2022-05-08 15:13:23
TXN00001228,2022-05-08 14:11:38
TXN00001229,2022-05-08 21:42:22
TXN00001230,2022-05-08 23:34:54
TXN00001231,2022-05-08 17:18:57
TXN00001232,2022-05-08 23:22:21
TXN00001233,2022-05-08 18:10:24
TXN00001234,2022-05-08 02:08:10
TXN00001235,2022-05-08 23:51:56
TXN00001236,2022-05-08 05:08:17
TXN00001237,2022-05-08 16:24:53
TXN00001238,2022-05-08 00:56:55
TXN00001239,2022-05-08 23:15:40
TXN00001240,2022-05-08 14:55:51
TXN00001241,2022-05-08 12:45:49
TXN00001242,2022-05-08 23:46:39
TXN00001243,2022-05-08 23:51:00
TXN00001244,2022-05-08 23:59:06
TXN00001245,2022-05-08 18:54:36
TXN00001246,2022-05-08 13:23:54
TXN00001247,2022-05-08 03:06:21
TXN00001248,2022-05-08 15:06:56
TXN00001249,2022-05-08 02:07:37
TXN00001250,2022-05-08 17:47:49
TXN00001251,2022-05-08 17:53:18
TXN00001252,2022-05-08 16:15:49
TXN00001253,2022-05-08 14:07:15
TXN00001254,2022-05-08 12:50:29
TXN00001255,2022-05-08 09:53:45
TXN00001256,2022-05-08 03:32:46
TXN00001257,2022-05-08 00:24:23
TXN00001258,2022-05-08 07:46:45
TXN00001259,2022-05-08 08:10:50
TXN00001260,2022-05-08 21:12:10
TXN00001261,2022-05-08 06:00:58
TXN00001262,2022-05-08 22:49:25
TXN00001263,2022-05-08 04:39:56
TXN00001264,2022-05-08 07:31:17
TXN00001265,2022-05-08 21:53:49
TXN00001266,2022-05-08 22:27:02
TXN00001267,2022-05-08 23:52:06
TXN00001268,2022-05-08 13:51:35
TXN00001269,2022-05-08 04:58:22
TXN00001270,2022-05-08 03:10:48
TXN00001271,2022-05-08 13:48:04
TXN00001272,2022-05-08 03:21:33
TXN00001273,2022-05-08 00:48:32
TXN00001274,2022-05-08 03:47:36
TXN00001275,2022-05-08 09:27:08
TXN00001276,2022-05-08 23:33:33
TXN00001277,2022-05-08 08:14:44
TXN00001278,2022-05-08 08:39:24
TXN00001279,2022-05-08 08:58:58
TXN00001280,2022-05-08 05:22:23
TXN00001281,2022-05-08 18:51:53
TXN00001282,2022-05-08 11:01:59
TXN00001283,2022-05-08 22:13:33
TXN00001284,2022-05-08 04:28:14
TXN00001285,2022-05-08 00:57:01
TXN00001286,2022-05-08 20:41:25
TXN00001287,2022-05-08 21:43:31
TXN00001288,2022-05-08 12:08:15
TXN00001289,2022-05-08 23:39:13
TXN00001290,2022-05-08 23:23:14
TXN00001291,2022-05-08 18:37:48
TXN00001292,2022-05-08 10:38:02
TXN00001293,2022-05-08 05:36:08
TXN00001294,2022-05-08 13:34:48
TXN00001295,2022-05-08 06:14:25
TXN00001296,2022-05-08 02:24:23
TXN00001297,2022-05-08 17:28:38
TXN00001298,2022-05-08 13:59:10
TXN00001299,2022-05-08 04:17:54
TXN00001300,2022-05-08 05:43:39
TXN00001301,2022-05-08 13:47:03
TXN00001302,2022-05-08 06:05:50
TXN00001303,2022-05-08 20:16:49
TXN00001304,2022-05-08 20:29:11
TXN00001305,2022-05-08 12:46:18
TXN00001306,2022-05-08 20:04:01
TXN00001307,2022-05-08 20:04:31
TXN00001308,2022-05-08 21:30:43
TXN00001309,2022-05-08 13:00:38
TXN00001310,2022-05-08 11:07:10
TXN00001311,2022-05-08 20:00:06
TXN00001312,2022-05-08 12:54:18
TXN00001313,2022-05-08 02:39:24
TXN00001314,2022-05-08 17:52:01
TXN00001315,2022-05-08 16:13:50
TXN00001316,2022-05-08 05:57:16
TXN00001317,2022-05-08 08:56:43
TXN00001318,2022-05-08 07:01:18
TXN00001319,2022-05-08 13:51:53
TXN00001320,2022-05-08 12:44:38
TXN00001321,2022-05-08 23:58:14
TXN00001322,2022-05-08 22:38:06
TXN00001323,2022-05-08 13:17:08
TXN00001324,2022-05-08 10:34:41
TXN00001325,2022-05-08 17:30:40
TXN00001326,2022-05-08 00:17:15
TXN00001327,2022-05-08 07:40:47
TXN00001328,2022-05-08 03:58:00
TXN00001329,2022-05-08 07:04:22
TXN00001330,2022-05-08 13:05:14
TXN00001331,2022-05-08 03:46:16
TXN00001332,2022-05-08 22:57:40
TXN00001333,2022-05-08 18:16:12
TXN00001334,2022-05-08 00:29:18
TXN00001335,2022-05-08 10:18:44
TXN00001336,2022-05-08 03:13:06
TXN00001337,2022-05-08 21:03:55
TXN00001338,2022-05-08 22:18:45
TXN00001339,2022-05-08 09:57:57
TXN00001340,2022-05-08 15:26:56
TXN00001341,2022-05-08 21:07:02
TXN00001342,2022-05-08 12:41:41
TXN00001343,2022-05-08 12:10:29
TXN00001344,2022-05-08 13:01:56
TXN00001345,2022-05-08 00:12:36
TXN00001346,2022-05-08 13:54:49
TXN00001347,2022-05-08 09:06:57
TXN00001348,2022-05-08 07:08:20
TXN00001349,2022-05-08 08:08:15
TXN00001350,2022-05-08 17:08:13
TXN00001351,2022-05-08 23:52:43
TXN00001352,2022-05-08 14:13:04
TXN00001353,2022-05-08 18:01:59
TXN00001354,2022-05-08 09:46:37
TXN00001355,2022-05-08 04:18:26
TXN00001356,2022-05-08 12:08:51
TXN00001357,2022-05-08 00:56:19
TXN00001358,2022-05-08 03:22:35
TXN00001359,2022-05-08 09:21:22
TXN00001360,2022-05-08 10:11:02
TXN00001361,2022-05-08 10:20:40
TXN00001362,2022-05-08 03:24:06
TXN00001363,2022-05-08 14:08:12
TXN00001364,2022-05-08 16:05:45
TXN00001365,2022-05-08 05:31:01
TXN00001366,2022-05-08 08:35:37
TXN00001367,2022-05-08 12:07:01
TXN00001368,2022-05-08 13:58:30
TXN00001369,2022-05-08 19:40:26
TXN00001370,2022-05-08 11:49:22
TXN00001371,2022-05-08 03:47:02
TXN00001372,2022-05-08 00:31:08
TXN00001373,2022-05-08 18:55:45
TXN00001374,2022-05-08 23:37:37
TXN00001375,2022-05-08 20:56:53
TXN00001376,2022-05-08 12:21:16
TXN00001377,2022-05-08 17:46:35
TXN00001378,2022-05-08 23:56:40
TXN00001379,2022-05-08 00:50:47
TXN00001380,2022-05-08 10:59:38
TXN00001381,2022-05-08 15:10:46
TXN00001382,2022-05-08 10:16:17
TXN00001383,2022-05-08 07:22:08
TXN00001384,2022-05-08 08:57:31
TXN00001385,2022-05-08 19:32:01
TXN00001386,2022-05-08 02:26:11
TXN00001387,2022-05-08 14:37:18
TXN00001388,2022-05-08 21:28:08
TXN00001389,2022-05-08 07:35:45
TXN00001390,2022-05-08 14:08:45
TXN00001391,2022-05-08 04:09:48
TXN00001392,2022-05-08 02:02:43
TXN00001393,2022-05-08 19:53:47
TXN00001394,2022-05-08 00:19:52
TXN00001395,2022-05-08 07:45:35
